X,Y,Z,Cp
6.239941400159335672e+01,9.090909090909091717e+00,-3.505571507922405772e+01,-2.468910681611940383e+00
6.902218831548215405e+01,9.090909090909091717e+00,-3.135737356509877927e+01,-2.638510358799615485e+00
7.591925747911015776e+01,9.090909090909091717e+00,-2.768335634424504121e+01,-2.781365049869341188e+00
8.297850501579974036e+01,9.090909090909091717e+00,-2.399264161612980573e+01,-2.893662102152580573e+00
9.016146872243213295e+01,9.090909090909091717e+00,-2.041368374493908178e+01,-2.974751513915151246e+00
9.741524692390234463e+01,9.090909090909091717e+00,-1.711019460438425455e+01,-3.024750098578687485e+00
1.047177652153311982e+02,9.090909090909091717e+00,-1.427209378163758657e+01,-3.044777094892947122e+00
1.120476059747069826e+02,9.090909090909091717e+00,-1.198942247488274404e+01,-3.036334029355369779e+00
1.193531300922583966e+02,9.090909090909091717e+00,-1.041516308231352639e+01,-3.001477696174081444e+00
1.266630390311538150e+02,9.090909090909091717e+00,-9.686428047322316104e+00,-2.942166140713294187e+00
1.342750591151117021e+02,9.090909090909091717e+00,-9.830393039309512915e+00,-2.856619177015185418e+00
1.422300568264502374e+02,9.090909090909091717e+00,-1.018400022782382308e+01,-2.744237365965326969e+00
1.502608008960877441e+02,9.090909090909091717e+00,-1.063021817724216334e+01,-2.610019020194498385e+00
1.583048267134397804e+02,9.090909090909091717e+00,-1.116716061268382276e+01,-2.457762351786913602e+00
1.663397335864825664e+02,9.090909090909091717e+00,-1.179374463615476998e+01,-2.290992457100606394e+00
1.743430851062290401e+02,9.090909090909091717e+00,-1.250767238323667385e+01,-2.113385013899727660e+00
1.822924749144776229e+02,9.090909090909091717e+00,-1.330546368100375787e+01,-1.928677485353380794e+00
1.901655926235672780e+02,9.090909090909091717e+00,-1.418250619648365074e+01,-1.740580623885622069e+00
1.979402892922629746e+02,9.090909090909091717e+00,-1.513312149749876312e+01,-1.552692512468685448e+00
2.055946419912096133e+02,9.090909090909091717e+00,-1.615064517796412247e+01,-1.368417307941405925e+00
2.131070171308008980e+02,9.090909090909091717e+00,-1.722751901937076013e+01,-1.190890715845623227e+00
2.204297081558536604e+02,9.090909090909091717e+00,-1.849484882778101991e+01,-1.023394097821562099e+00
2.275968622722782300e+02,9.090909090909091717e+00,-1.964632237535479220e+01,-8.673197395002575361e-01
